,,W_A_339,Elect,Electrical,Price,,16704264.510238,,,,,,,,,,
,,W_A_340,SubM,Substation Material,Price,,3414192.495279,,,,,,,,,,
,,W_A_341,ErectWTG,WTG Erection,Sub,,19755239.545958,,,,,,,,,,
,,W_A_342,SubL,Substation Labor,Sub,,6120742.026335,,,,,,,,,,
,,W_A_343,G&A,Contractors G & A,Sub,,4507661.166746,,,,,,,,,,
,,W_A_344,,,,,,,,,,,,,,,
,,W_A_345,NEE,NEE Staffing,Price,,2033798.024519,,,,,,,,,,
,,W_A_346,WTG,WTG Price,WTG,,0,,,,,,,,,,
,,W_A_347,WTGship,WTG Shipping,WTG,,0,,,,,,,,,,
,,W_A_348,Store,WTG Storage,WTG,,0,,,,,,,,,,
,,W_A_349,ESC,Project Escalation,Esc,,32214451.071165,,,,,,,,,,
,,W_A_350,Adjust,Project Price Adjustments,Adjust,,0,,,,,,,,,,
,,W_A_351,AdjustC,Commodity Adjustments,AdjustC,,0,,,,,,,,,,
,,W_A_352,Cont,Project Contingency,Risk,,23414665.048585,,,,,,,,,,
,,W_A_353,,Misc. Other / Closure,Other,,,,,,,,,,,,
,,W_A_354,,Sub Total,,,277806124.845606,,,,,,,,,,
,,W_A_355,,Check = (0),,,0,,,,,,,,,,
,,W_A_356,,$/KW from Above Cost Comparison,,,,,,,,,,,,,
,,W_A_357,,By Subject,,,,,,,,,,,,,
,,W_A_358,,"Remove WTG Pricing, Shipping & Storage",WTG,,0,,,,,,,,,,
,,W_A_359,,Remove Gen Tie Line,Tline,,0,,,,,,,,,,
,,W_A_360,,Remove Interconnect Switchyard,SW,,0,,,,,,,,,,
,,W_A_361,,,,,,,,,,,,,,,
,,W_A_362,,Array Impacts:,Arry,,101.813309,,,,,,,,,,
,,W_A_363,,Terrian Impacts:,Terrain,,96.660983,,,,,,,,,,
,,W_A_364,,Soils Impacts:,Soils,,285.83912,,,,,,,,,,
,,W_A_365,,Off site Road Repairs ,Offsite,,17.223153,,,,,,,,,,
,,W_A_366,,Scope:,Scope,,15.680268,,,,,,,,,,
,,W_A_367,,"Pricing, Materials",Price,,124.404224,,,,,,,,,,
,,W_A_368,,"Pricing, Subcontractor",Sub,,101.64473,,,,,,,,,,
,,W_A_369,,Project Escalation and Adjustments,Esc,,107.769474,,,,,,,,,,
,,W_A_370,,Project Contingency,Risk,,78.330875,,,,,,,,,,
,,W_A_371,,Project Price Adjustments,Adjust,,0,,,,,,,,,,
,,W_A_372,,Commodity Price Adjustments,AdjustC,,0,,,,,,,,,,
,,W_A_373,,Misc. Other / Closure,Other,,0,,,,,,,,,,
,,W_A_374,,Subtotal $/kWe,,,929.366134,,,,,,,,,,
,,W_A_375,,,,,,,,,,,,,,,
,,W_A_376,,Project Information: ,,,,,,,,,,,,,
,,W_A_377,,"Site Access, Off Site Roads & Repair",,Off Road,5252350.870163,,,,,,,,,,
,,W_A_378,,,,,,,,,,,,,,,
,,W_A_379,,Roads and Road Work ($/LF),$/Lf,Roads,113.51594,,,,,,,,,,
,,W_A_380,,Electrical Collection ($/LF),$/Lf,Collection,86.775585,,,,,,,,,,
,,W_A_381,,Other,,,,,,,,,,,,,









,,W_A_391,,,,,,,,,,,,,,,
,,W_A_392,,,,,,,,,,,,,,,
,,W_A_393,,,,,,,,,,,,,,,
,,W_A_394,,"WTG Turbine ""1,3&4"" (Base Turbine)",,,,,,,,,,,,,
,,W_A_395,88.11,Base Turbines,,,,,,,,,,,,,
,,W_A_396,88.12,Base Turbine Options,,,,,,,,,,,,,
,,W_A_397,88.13,Base Turbine Shipping,,,,,,,,,,,,,
,,W_A_398,,"WTG Turbine ""2"" (Safe Harbor)",,,,,,,,,,,,,
,,W_A_399,88.21,Safe Harbor Turbines,,,,,,,,,,,,,
,,W_A_400,88.23,"Safe Harbor Storage, Shipping, & Double Handling",,,,,,,,,,,,,
,,W_A_401,,Total Turbines,,,,,,,,,,,,,
,,W_A_402,,Check (=0),,,,,,,,,,,,,
