,,03-00-00~~03-00-05.1203,526-01-00~~526-01-05.1203,310-,01-,03-,00-,526-,01-,05.1203,PCU,,,,,,,,,,,,,1.43,Formula,10-08-18,,,,,1,Formula,,,,,,,,,,,,,S_M_419,,PCU,5.1,5,05.1203,,Assembly for PCU Skid ,,,,,,,US,,58,Ea.,,0,,0,,58,Ea.,,0,,0,,23,Ea.,,0,,0,,23,Ea.,,0,,0,,23,Ea.,,0,,0,,58,Ea.,,0,,0,,23,Ea.,,0,,0,,22,Ea.,,0,,0,,23,Ea.,,0,,0,,22,Ea.,,0,,0,,23,Ea.,,0,,0,,22,Ea.,,0,,0,,#N/A,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.1204,526-01-00~~526-01-05.1204,310-,01-,03-,00-,526-,01-,05.1204,PCU,,,,,,,,,,,,,8.58,10-08-18,,,,,,6,,Canada Special Requirements in CAD $,,,,,,,,,,,,S_M_420,,PCU,5.1,5,05.1204,,Inverter to Transformer - Power Cable LV,,,,,,,US,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,6,,0,,0,Ft.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.1205,526-01-00~~526-01-05.1205,310-,01-,03-,00-,526-,01-,05.1205,PCU,,,,,,,,,,,,,17.16,10-08-18,,,,,,12,,,,,,,,,,,,,,S_M_421,,PCU,5.1,5,05.1205,,PCU Conduit:,,,,,,,US,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,12,,0,,0,Ft.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.1206,526-01-00~~526-01-05.1206,310-,01-,03-,00-,526-,01-,05.1206,PCU,,,,,,,,,,,,,2145,10-08-18,,,,,,1500,,,,,,,,,,,,,,S_M_422,,PCU,5.1,5,05.1206,,PCU Termination Materials ,,,,,,,US,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,1500,,0,,0,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.1207,526-01-00~~526-01-05.1207,310-,01-,03-,00-,526-,01-,05.1207,PCU,,,,,,,,,,,,,1.43,Formula,10-08-18,,,,,1,Formula,,,,,,,,,,,,,S_M_423,,PCU,5.1,5,05.1207,,PCU Other Costs Adj (Shipping & Commissioning),,,,,,,US,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,0,,0,,0,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.1298,526-01-00~~526-01-05.1298,310-,01-,03-,00-,526-,01-,05.1298,PCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_A_479,,,,,S_M_424,,PCU,5.1298,5,05.1298,,PCU Storage & Double Handling & Forwarding,,,,,,,US,,58,Ea.,No,0,,0,,58,Ea.,No,0,,0,,23,Ea.,No,0,,0,,23,Ea.,No,0,,0,,23,Ea.,No,0,,0,,58,Ea.,No,0,,0,,23,Ea.,No,0,,0,,22,Ea.,No,0,,0,,23,Ea.,No,0,,0,,22,Ea.,No,0,,0,,23,Ea.,No,0,,0,,22,Ea.,No,0,,0,,#VALUE!,Ea.,,0,,#VALUE!,,
,,04-00-00~~04-00-05.1299,301-01-00~~301-01-05.1299,302-,01-,04-,00-,301-,01-,05.1299,PCU - Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_425,,PCU,5.1,5,05.1299,,EPC Lump Sum PCU Supply,,,,,,,C,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,0,LS,,0,,0,,
,,,,,,,,Header,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_430,,Collection,5,5,5.2,,SWITCHGEAR & JUNCTION BOXES,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,03-00-00~~03-00-05.2001,526-01-00~~526-01-05.2001,310-,01-,03-,00-,526-,01-,05.2001,Collection Material - Contractor,,,,,,,,,,,,,5515,11-13-15,"Updated, 40%",,,,,1100,,,,,,,S_A_111,,,,,,,S_M_431,,Collection,5,5,05.2001,,Pad Mount Junction Boxes,,,,,,,US,,10,Ea.,,1100,,11000,,10,Ea.,,1100,,11000,,4,Ea.,,1100,,4400,,4,Ea.,,1100,,4400,,4,Ea.,,1100,,4400,,10,Ea.,,1100,,11000,,4,Ea.,,1100,,4400,,4,Ea.,,1100,,4400,,4,Ea.,,1100,,4400,,4,Ea.,,1100,,4400,,4,Ea.,,1100,,4400,,4,Ea.,,1100,,4400,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.2002,526-01-00~~526-01-05.2002,310-,01-,03-,00-,526-,01-,05.2002,Collection Material - Contractor,,,,,,,,,,,,,60000,10-08-18,,,,,,46000,07-24-15,Added 7-24-15,,,,,,,,,,,,S_M_432,,Collection,5,5,05.2002,,Pad Mount Junction Boxes-Metal Enclosed Switchgear,,,,,,,US,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,0,Ea.,,46000,,0,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.2003,526-01-00~~526-01-05.2003,310-,01-,03-,00-,526-,01-,05.2003,Collection Material - Contractor,,,,,,,,,,,,,4314,05-22-15,Increase unit cost due to historic cost ,,,,,3000,,,,,,,,,,,,,,S_M_433,,Collection,5,5,05.2003,,Pad Mount Junction Boxes - Extension,,,,,,,US,,10,Ea.,,3000,,30000,,10,Ea.,,3000,,30000,,4,Ea.,,3000,,12000,,4,Ea.,,3000,,12000,,4,Ea.,,3000,,12000,,10,Ea.,,3000,,30000,,4,Ea.,,3000,,12000,,4,Ea.,,3000,,12000,,4,Ea.,,3000,,12000,,4,Ea.,,3000,,12000,,4,Ea.,,3000,,12000,,4,Ea.,,3000,,12000,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,,,,,,,Header,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_A_203,,,,,S_M_434,,Collection,5,5,5.3,,UNDERGROUND COLLECTION,,,,,,,US,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,Vry Good,,,,,,Soil Thermo ,#N/A,,,,,
,,03-00-00~~03-00-05.3001,526-01-00~~526-01-05.3001,310-,01-,03-,00-,526-,01-,05.3001,Collection Material - Contractor,,,,,,,,,,,,,2.671637,25% adder,,,,,,2.13731,Updated 04/01/2022,"Base Pricing, then add 20% in formula",,,,,,,,,,,,S_M_435,,Collection,5,5,05.3001,,Collection Cable (1/0),,,,Collection Cable,,,US,,34542.856196,Ft.,0.25,2.564772,,88594.550372,,34589.314954,Ft.,0.25,2.564772,,88713.706494,,14646.294191,Ft.,0.25,2.564772,,37564.405245,,12839.299068,Ft.,0.25,2.564772,,32929.874749,,12839.681396,Ft.,0.25,2.564772,,32930.855333,,34589.314954,Ft.,0.25,2.564772,,88713.706494,,12669.609242,Ft.,0.25,2.564772,,32494.659036,,14377.72795,Ft.,0.25,2.564772,,36875.594069,,12669.609242,Ft.,0.25,2.564772,,32494.659036,,14187.283103,Ft.,0.25,2.564772,,36387.146459,,12669.609242,Ft.,0.25,2.564772,,32494.659036,,14187.283103,Ft.,0.25,2.564772,,36387.146459,,#N/A,Ft.,#N/A,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3002,526-01-00~~526-01-05.3002,310-,01-,03-,00-,526-,01-,05.3002,Collection Material - Contractor,,,,,,,,,,,,,3.825413,25% adder,,,,,,3.06033,Updated 04/01/2022,"Base Pricing, then add 20% in formula",,,,,,,,,,,,S_M_436,,Collection,5,5,05.3002,,Collection Cable (4/0),,,,Collection Cable,,,US,,51814.284294,Ft.,0.375,3.672396,,190282.570385,,51883.972431,Ft.,0.375,3.672396,,190538.492821,,21969.441286,Ft.,0.375,3.672396,,80680.488303,,19258.948602,Ft.,0.375,3.672396,,70726.48581,,19259.522094,Ft.,0.375,3.672396,,70728.5919,,51883.972431,Ft.,0.375,3.672396,,190538.492821,,19004.413863,Ft.,0.375,3.672396,,69791.733455,,21566.591925,Ft.,0.375,3.672396,,79201.065918,,19004.413863,Ft.,0.375,3.672396,,69791.733455,,21280.924655,Ft.,0.375,3.672396,,78151.982578,,19004.413863,Ft.,0.375,3.672396,,69791.733455,,21280.924655,Ft.,0.375,3.672396,,78151.982578,,#N/A,Ft.,#N/A,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3003,526-01-00~~526-01-05.3003,310-,01-,03-,00-,526-,01-,05.3003,Collection Material - Contractor,,,,,,,,,,,,,5.147088,25% adder,,,,,,4.11767,Updated 04/01/2022,"Base Pricing, then add 20% in formula",,,,,,,,,,,,S_M_437,,Collection,5,5,05.3003,,Collection Cable (500 kcmil),,,,Collection Cable,,,US,,51814.284294,Ft.,0.375,4.941204,,256024.948812,,51883.972431,Ft.,0.375,4.941204,,256369.292113,,21969.441286,Ft.,0.375,4.941204,,108555.491162,,19258.948602,Ft.,0.375,4.941204,,95162.393867,,19259.522094,Ft.,0.375,4.941204,,95165.227609,,51883.972431,Ft.,0.375,4.941204,,256369.292113,,19004.413863,Ft.,0.375,4.941204,,93904.6858,,21566.591925,Ft.,0.375,4.941204,,106564.930285,,19004.413863,Ft.,0.375,4.941204,,93904.6858,,21280.924655,Ft.,0.375,4.941204,,105153.390027,,19004.413863,Ft.,0.375,4.941204,,93904.6858,,21280.924655,Ft.,0.375,4.941204,,105153.390027,,#N/A,Ft.,#N/A,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3004,526-01-00~~526-01-05.3004,310-,01-,03-,00-,526-,01-,05.3004,Collection Material - Contractor,,,,,,,,,,,,,6.484938,25% adder,,,,,,5.18795,Updated 04/01/2022,"Base Pricing, then add 20% in formula",,,,,,,S_A_111,,,,,S_M_438,,Collection,5,5,05.3004,,Collection Cable (750 kcmil),,,,Collection Cable,,,US,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,0,Ft.,0,6.22554,,0,,#VALUE!,Ft.,0,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3005,526-01-00~~526-01-05.3005,310-,01-,03-,00-,526-,01-,05.3005,Collection Material - Contractor,,,,,,,,,,,,,7.5522,25% adder,,,,,,6.04176,Updated 04/01/2022,"Base Pricing, then add 20% in formula",,,,,,,,,,,,S_M_439,,Collection,5,5,05.3005,,Collection Cable (1000 kcmil),,,,Collection Cable,,,US,,282985.439939,Ft.,1,7.250112,,2051676.133928,,113346.417608,Ft.,1,7.250112,,821774.22246,,26129.71129,Ft.,1,7.250112,,189443.333377,,35826.87042,Ft.,0.39999999999999991,7.250112,,259748.823151,,35827.93727,Ft.,0.39999999999999991,7.250112,,259756.55794,,45338.567043,Ft.,0.39999999999999991,7.250112,,328709.688984,,35350.713974,Ft.,0.39999999999999991,7.250112,,256296.635593,,10592.186752,Ft.,0.39999999999999991,7.250112,,76794.540278,,35350.713974,Ft.,0.39999999999999991,7.250112,,256296.635593,,10451.884516,Ft.,0.39999999999999991,7.250112,,75777.333351,,35350.713974,Ft.,0.39999999999999991,7.250112,,256296.635593,,10451.884516,Ft.,0.39999999999999991,7.250112,,75777.333351,,#VALUE!,Ft.,1,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3006,526-01-00~~526-01-05.3006,310-,01-,03-,00-,526-,01-,05.3006,Collection Material - Contractor,,,,,,,,,,,,,8.74015,25% adder,,,,,,6.99212,Updated 04/01/2022,"Base Pricing, then add 20% in formula",,,,,,,S_A_111,,,,,S_M_440,,Collection,5,5,05.3006,,Collection Cable (1250 kcmil),,,,Collection Cable,,,US,,0,Ft.,0,8.390544,,0,,0,Ft.,0,8.390544,,0,,0,Ft.,0,8.390544,,0,,49261.946827,Ft.,0.55000000000000004,8.390544,,413334.532377,,49263.413747,Ft.,0.55000000000000004,8.390544,,413346.840633,,62340.529685,Ft.,0.55000000000000004,8.390544,,523070.957302,,48607.231714,Ft.,0.55000000000000004,8.390544,,407841.116418,,14564.256784,Ft.,0.55000000000000004,8.390544,,122202.037375,,48607.231714,Ft.,0.55000000000000004,8.390544,,407841.116418,,14371.341209,Ft.,0.55000000000000004,8.390544,,120583.370756,,48607.231714,Ft.,0.55000000000000004,8.390544,,407841.116418,,14371.341209,Ft.,0.55000000000000004,8.390544,,120583.370756,,#VALUE!,Ft.,0,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3007,526-01-00~~526-01-05.3007,310-,01-,03-,00-,526-,01-,05.3007,Collection Material - Contractor,,,,,,,,,,,,,10.592987,25% adder,,,,,,8.47439,Updated 04/01/2022,"Base Pricing, then add 20% in formula",,,,,,,S_A_111,,,,,S_M_441,,Collection,5,5,05.3007,,Collection Cable (1500 kcmil),,,,Collection Cable,,,US,,0,Ft.,0,10.169268,,0,,0,Ft.,0,10.169268,,0,,0,Ft.,0,10.169268,,0,,4478.358802,Ft.,0.05,10.169268,,45541.630862,,4478.492159,Ft.,0.05,10.169268,,45542.986999,,5667.32088,Ft.,0.05,10.169268,,57632.504875,,4418.839247,Ft.,0.05,10.169268,,44936.360549,,1324.023344,Ft.,0.05,10.169268,,13464.348224,,4418.839247,Ft.,0.05,10.169268,,44936.360549,,1306.485564,Ft.,0.05,10.169268,,13286.001843,,4418.839247,Ft.,0.05,10.169268,,44936.360549,,1306.485564,Ft.,0.05,10.169268,,13286.001843,,#VALUE!,Ft.,0,#N/A,,#N/A,,




,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_446,,Collection,5,5,375,,,,,,,,Cable Mix Check:,US,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,Ok,,,,,,,#VALUE!,,,,,
,,03-00-00~~03-00-05.3008,526-01-00~~526-01-05.3008,310-,01-,03-,00-,526-,01-,05.3008,Collection Material - Contractor,,,,,,,,,,,,,3.5,10-08-18,,,,,,1,Updated 1/2018,Canada Special Requirements in CAD $,,,,,,,,,,,,S_M_447,,Collection,5,5,05.3008,,Trench Ground Wire/Cable,,,,,,,US,,144145.950724,Ft.,,1,,144145.950724,,86148.580071,Ft.,,1,,86148.580071,,28994.678947,Ft.,,1,,28994.678947,,48233.044098,Ft.,,1,,48233.044098,,48234.480379,Ft.,,1,,48234.480379,,86148.580071,Ft.,,1,,86148.580071,,47593.305116,Ft.,,1,,47593.305116,,28747.049251,Ft.,,1,,28747.049251,,47593.305116,Ft.,,1,,47593.305116,,28366.27091,Ft.,,1,,28366.27091,,47593.305116,Ft.,,1,,47593.305116,,28366.27091,Ft.,,1,,28366.27091,,#N/A,Ft.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3102,526-01-00~~526-01-05.3102,310-,01-,03-,00-,526-,01-,05.3102,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,125,Per Elbow,,,,,,,,,,,,,S_M_448,,Collection,5,5,05.3102,,MV Collection-Termination Material-Elbow - 1/0,,,,,,,US,,45,Ea.,,125,,5625,,45,Ea.,,125,,5625,,18,Ea.,,125,,2250,,18,Ea.,,125,,2250,,18,Ea.,,125,,2250,,45,Ea.,,125,,5625,,18,Ea.,,125,,2250,,18,Ea.,,125,,2250,,18,Ea.,,125,,2250,,18,Ea.,,125,,2250,,18,Ea.,,125,,2250,,18,Ea.,,125,,2250,,#N/A,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3103,526-01-00~~526-01-05.3103,310-,01-,03-,00-,526-,01-,05.3103,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,130,Per Elbow,,,,,,,,,,,,,S_M_449,,Collection,5,5,05.3103,,MV Collection-Termination Material-Elbow - 4/0,,,,,,,US,,66,Ea.,,130,,8580,,66,Ea.,,130,,8580,,27,Ea.,,130,,3510,,27,Ea.,,130,,3510,,27,Ea.,,130,,3510,,66,Ea.,,130,,8580,,27,Ea.,,130,,3510,,27,Ea.,,130,,3510,,27,Ea.,,130,,3510,,27,Ea.,,130,,3510,,27,Ea.,,130,,3510,,27,Ea.,,130,,3510,,#N/A,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3104,526-01-00~~526-01-05.3104,310-,01-,03-,00-,526-,01-,05.3104,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,135,Per Elbow,,,,,,,,,,,,,S_M_450,,Collection,5,5,05.3104,,MV Collection-Termination Material-Elbow - 500,,,,,,,US,,66,Ea.,,135,,8910,,66,Ea.,,135,,8910,,27,Ea.,,135,,3645,,27,Ea.,,135,,3645,,27,Ea.,,135,,3645,,66,Ea.,,135,,8910,,27,Ea.,,135,,3645,,27,Ea.,,135,,3645,,27,Ea.,,135,,3645,,27,Ea.,,135,,3645,,27,Ea.,,135,,3645,,27,Ea.,,135,,3645,,#N/A,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3105,526-01-00~~526-01-05.3105,310-,01-,03-,00-,526-,01-,05.3105,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,140,Per Elbow,,,,,,,,,,,,,S_M_451,,Collection,5,5,05.3105,,MV Collection-Termination Material-Elbow - 750,,,,,,,US,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,0,Ea.,,140,,0,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3106,526-01-00~~526-01-05.3106,310-,01-,03-,00-,526-,01-,05.3106,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,150,Per Elbow,,,,,,,,,,,,,S_M_452,,Collection,5,5,05.3106,,MV Collection-Termination Material-Elbow - 1000,,,,,,,US,,348,Ea.,,150,,52200,,348,Ea.,,150,,52200,,138,Ea.,,150,,20700,,57,Ea.,,150,,8550,,57,Ea.,,150,,8550,,141,Ea.,,150,,21150,,57,Ea.,,150,,8550,,54,Ea.,,150,,8100,,57,Ea.,,150,,8550,,54,Ea.,,150,,8100,,57,Ea.,,150,,8550,,54,Ea.,,150,,8100,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3107,526-01-00~~526-01-05.3107,310-,01-,03-,00-,526-,01-,05.3107,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,160,Per Elbow,,,,,,,,,,,,,S_M_453,,Collection,5,5,05.3107,,MV Collection-Termination Material-Elbow - 1250,,,,,,,US,,0,Ea.,,160,,0,,0,Ea.,,160,,0,,0,Ea.,,160,,0,,78,Ea.,,160,,12480,,78,Ea.,,160,,12480,,192,Ea.,,160,,30720,,78,Ea.,,160,,12480,,75,Ea.,,160,,12000,,78,Ea.,,160,,12480,,75,Ea.,,160,,12000,,78,Ea.,,160,,12480,,75,Ea.,,160,,12000,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3108,526-01-00~~526-01-05.3108,310-,01-,03-,00-,526-,01-,05.3108,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,180,Per Elbow,,,,,,,,,,,,,S_M_454,,Collection,5,5,05.3108,,MV Collection-Termination Material-Elbow - 1500,,,,,,,US,,0,Ea.,,180,,0,,0,Ea.,,180,,0,,0,Ea.,,180,,0,,9,Ea.,,180,,1620,,9,Ea.,,180,,1620,,18,Ea.,,180,,3240,,9,Ea.,,180,,1620,,9,Ea.,,180,,1620,,9,Ea.,,180,,1620,,9,Ea.,,180,,1620,,9,Ea.,,180,,1620,,9,Ea.,,180,,1620,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3109,526-01-00~~526-01-05.3109,310-,01-,03-,00-,526-,01-,05.3109,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,96,"Per Phase, Qty = total of elbows",,,,,,,,,,,,,S_M_455,,Collection,5,5,05.3109,,MV Collection-Termination Material-Reducing Tap,,,,,,,US,,58,Ea.,,96,,5568,,58,Ea.,,96,,5568,,23,Ea.,,96,,2208,,23,Ea.,,96,,2208,,23,Ea.,,96,,2208,,58,Ea.,,96,,5568,,23,Ea.,,96,,2208,,22,Ea.,,96,,2112,,23,Ea.,,96,,2208,,22,Ea.,,96,,2112,,23,Ea.,,96,,2208,,22,Ea.,,96,,2112,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3110,526-01-00~~526-01-05.3110,310-,01-,03-,00-,526-,01-,05.3110,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,363,"Per Phase, Qty = total of elbows",,,,,,,,,,,,,S_M_456,,Collection,5,5,05.3110,,MV Collection-Termination Material-Ball Stud Grnd,,,,,,,US,,58,Ea.,,363,,21054,,58,Ea.,,363,,21054,,23,Ea.,,363,,8349,,23,Ea.,,363,,8349,,23,Ea.,,363,,8349,,58,Ea.,,363,,21054,,23,Ea.,,363,,8349,,22,Ea.,,363,,7986,,23,Ea.,,363,,8349,,22,Ea.,,363,,7986,,23,Ea.,,363,,8349,,22,Ea.,,363,,7986,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3111,526-01-00~~526-01-05.3111,310-,01-,03-,00-,526-,01-,05.3111,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,285,Per Phase,,,,,,,,,,,,,S_M_457,,Collection,5,5,05.3111,,MV Collection-Termination Material-Arresstor Surge,,,,,,,US,,60,Ea.,,285,,17100,,60,Ea.,,285,,17100,,24,Ea.,,285,,6840,,24,Ea.,,285,,6840,,24,Ea.,,285,,6840,,60,Ea.,,285,,17100,,24,Ea.,,285,,6840,,24,Ea.,,285,,6840,,24,Ea.,,285,,6840,,24,Ea.,,285,,6840,,24,Ea.,,285,,6840,,24,Ea.,,285,,6840,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3112,526-01-00~~526-01-05.3112,310-,01-,03-,00-,526-,01-,05.3112,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,28,"Per Phase, Qty = total of elbows",,,,,,,,,,,,,S_M_458,,Collection,5,5,05.3112,,MV Collection-Termination Material-Cap,,,,,,,US,,525,Ea.,,28,,14700,,525,Ea.,,28,,14700,,210,Ea.,,28,,5880,,216,Ea.,,28,,6048,,216,Ea.,,28,,6048,,528,Ea.,,28,,14784,,216,Ea.,,28,,6048,,210,Ea.,,28,,5880,,216,Ea.,,28,,6048,,210,Ea.,,28,,5880,,216,Ea.,,28,,6048,,210,Ea.,,28,,5880,,#N/A,Ea.,,#N/A,,#N/A,,
,,03-00-00~~03-00-05.3113,526-01-00~~526-01-05.3113,310-,01-,03-,00-,526-,01-,05.3113,Collection Material - Contractor,,,,,,,,,,,,,,,,,,,,,Per Phase,,,,,,,,,,,,,S_M_459,,Collection,5,5,05.3113,,MV Collection-Termination Material-Fault Indicator,,,,,,,US,,58,Ea.,,0,,0,,58,Ea.,,0,,0,,23,Ea.,,0,,0,,23,Ea.,,0,,0,,23,Ea.,,0,,0,,58,Ea.,,0,,0,,23,Ea.,,0,,0,,22,Ea.,,0,,0,,23,Ea.,,0,,0,,22,Ea.,,0,,0,,23,Ea.,,0,,0,,22,Ea.,,0,,0,,#VALUE!,Ea.,,#N/A,,#N/A,,
,,,,,,,,Header,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_460,,OHCollection,5,5,5.4,,OVERHEAD COLLECTION,,,,,,,US,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,929.737851,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_A_191,,,,,,,S_M_461,,OHCollection,5,5,390,,Overhead Elec. Collection (34.5 kV),,,,,,,US,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,0,Mi.,1.566667,Pole Butt Dia (Ft.),,,,
