,,10-00-00~~10-00-96.1006,576-02-00~~576-02-96.1006,,,10-,00-,576-,02-,96.1006,NEE General M&A,,,,,,,,,,,,,13390,,Added 25% for Canada Impacts 10/8/18,,,,,10712,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1444,,NEE,96,96,96.1006,,NEE: Erection Superintendent,,,,,,,US,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,10712,,0,,0,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.1007,576-02-00~~576-02-96.1007,,,10-,00-,576-,02-,96.1007,NEE General M&A,,,,,,,,,,,,,17852.475,,Added 25% for Canada Impacts 10/8/18,,,,,14281.98,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1445,,NEE,96,96,96.1007,,NEE: Interconn. Coordinator,,,,,,,US,,3.5,Mo.,,14281.98,,49986.93,,3.5,Mo.,,14281.98,,49986.93,,0,Mo.,,14281.98,,0,,0,Mo.,,14281.98,,0,,0,Mo.,,14281.98,,0,,3.5,Mo.,,14281.98,,49986.93,,0,Mo.,,14281.98,,0,,1.75,Mo.,,14281.98,,24993.465,,0,Mo.,,14281.98,,0,,0,Mo.,,14281.98,,0,,0,Mo.,,14281.98,,0,,0,Mo.,,14281.98,,0,,3.5,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.1008,576-02-00~~576-02-96.1008,,,10-,00-,576-,02-,96.1008,NEE General M&A,,,,,,,,,,,,,15771.875,,Added 25% for Canada Impacts 10/8/18,,,,,12617.5,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1446,,NEE,96,96,96.1008,,NEE: T-Line Superintendent,,,,,,,US,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,12617.5,,0,,0,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.1009,576-02-00~~576-02-96.1009,,,10-,00-,576-,02-,96.1009,NEE General M&A,,,,,,,,,,,,,12273.7375,,Added 25% for Canada Impacts 10/8/18,,,,,9818.99,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1447,,NEE,96,96,96.1009,,NEE: Matl/Logistics Coordinator,,,,,,,US,,17.609856,Mo.,,9818.99,,172911.002546,,17.609856,Mo.,,9818.99,,172911.002546,,15.540041,Mo.,,9818.99,,152587.507844,,15.540041,Mo.,,9818.99,,152587.507844,,16.62423,Mo.,,9818.99,,163233.147926,,17.609856,Mo.,,9818.99,,172911.002546,,11.597536,Mo.,,9818.99,,113876.089363,,8.804928,Mo.,,9818.99,,86455.501273,,15.540041,Mo.,,9818.99,,152587.507844,,17.609856,Mo.,,9818.99,,172911.002546,,15.540041,Mo.,,9818.99,,152587.507844,,17.609856,Mo.,,9818.99,,172911.002546,,0,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.1010,576-02-00~~576-02-96.1010,,,10-,00-,576-,02-,96.1010,NEE General M&A,,,,,,,,,,,,,12273.7375,,Added 25% for Canada Impacts 10/8/18,,,,,9818.99,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1448,,NEE,96,96,96.1010,,NEE: Site/Prj. Coordinator,,,,,,,US,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.1011,576-02-00~~576-02-96.1011,,,10-,00-,576-,02-,96.1011,NEE General M&A,,,,,,,,,,,,,12273.7375,,Added 25% for Canada Impacts 10/8/18,,,,,9818.99,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1449,,NEE,96,96,96.1011,,NEE: QA/QC Inspector,,,,,,,US,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.1012,576-02-00~~576-02-96.1012,,,10-,00-,576-,02-,96.1012,NEE General M&A,,,,,,,,,,,,,12273.7375,,Added 25% for Canada Impacts 10/8/18,,,,,9818.99,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1450,,NEE,96,96,96.1012,,NEE: Safety & Enviornmental,,,,,,,US,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,0,Mo.,,9818.99,,0,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.1013,576-02-00~~576-02-96.1013,,,10-,00-,576-,02-,96.1013,NEE General M&A,,,,,,,,,,,,,,,,,,,,2500,,bills 5 projects/month,,,,,,,,,,,,S_M_1451,,NEE,96,96,96.1013,,NEE: Project Controller,,,,,,,US,,18.069815,Mo.,,2500,,45174.537988,,18.069815,Mo.,,2500,,45174.537988,,16,Mo.,,2500,,40000,,16,Mo.,,2500,,40000,,17.084189,Mo.,,2500,,42710.472279,,18.069815,Mo.,,2500,,45174.537988,,12.057495,Mo.,,2500,,30143.737166,,9.034908,Mo.,,2500,,22587.268994,,16,Mo.,,2500,,40000,,18.069815,Mo.,,2500,,45174.537988,,16,Mo.,,2500,,40000,,18.069815,Mo.,,2500,,45174.537988,,0,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.1014,576-02-00~~576-02-96.1014,,,10-,00-,576-,02-,96.1014,NEE General M&A,,,,,,,,,,,,,,,,,,,,3250,,bills 5 projects/month,,,,,,,,,,,,S_M_1452,,NEE,96,96,96.1014,,NEE: Early Stage Project Management,,,,,,,US,,18.989733,Mo.,,3250,,61716.632444,,18.989733,Mo.,,3250,,61716.632444,,16.919918,Mo.,,3250,,54989.73306,,16.919918,Mo.,,3250,,54989.73306,,18.004107,Mo.,,3250,,58513.347023,,18.989733,Mo.,,3250,,61716.632444,,12.977413,Mo.,,3250,,42176.591376,,9.494867,Mo.,,3250,,30858.316222,,16.919918,Mo.,,3250,,54989.73306,,18.989733,Mo.,,3250,,61716.632444,,16.919918,Mo.,,3250,,54989.73306,,18.989733,Mo.,,3250,,61716.632444,,0,Mo.,,#N/A,,#N/A,,
,,,,,,,,Header,,96.2,,,,,,,,,,,,,,,,,,,,,,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1454,,NEE,96,96,96.2,,SITE BOUND PERSONNEL,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10-00-00~~10-00-96.2001,576-02-00~~576-02-96.2001,,,10-,00-,576-,02-,96.2001,NEE General M&A,,,,,,,,,,,,,5578.7375,,Added 25% for Canada Impacts 10/8/18,,,,,4462.99,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1455,,NEE,96,96,96.2001,,Administrative Support,,,,,,,US,,20.829569,Mo.,,4462.99,,92962.157207,,20.829569,Mo.,,4462.99,,92962.157207,,18.759754,Mo.,,4462.99,,83724.59269,,18.759754,Mo.,,4462.99,,83724.59269,,19.843943,Mo.,,4462.99,,88563.316961,,20.829569,Mo.,,4462.99,,92962.157207,,14.817248,Mo.,,4462.99,,66129.231704,,10.414784,Mo.,,4462.99,,46481.078604,,18.759754,Mo.,,4462.99,,83724.59269,,20.829569,Mo.,,4462.99,,92962.157207,,18.759754,Mo.,,4462.99,,83724.59269,,20.829569,Mo.,,4462.99,,92962.157207,,0,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.2002,576-02-00~~576-02-96.2002,,,10-,00-,576-,02-,96.2002,NEE General M&A,,,,,,,,,,,,,15450,,Added 25% for Canada Impacts 10/8/18,,,,,12360,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1456,,NEE,96,96,96.2002,,NEE General Site Security,,,,,,,US,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,0,Mo.,,12360,,0,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.2003,576-02-00~~576-02-96.2003,,,10-,00-,576-,02-,96.2003,NEE General M&A,,,,,,,,,,,,,0,,Added 25% for Canada Impacts 10/8/18,,,,,,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1457,,NEE,96,96,96.2003,,Site Bound Personnel Other,,,,,,,US,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,0,,0,,0,Mo.,,#N/A,,#N/A,,
,,,,,,,,Header,,96.3,,,,,,,,,,,,,,,,,,,,,,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1458,,NEE,96,96,96.3,,NEE - FIELD / SITE EXPENDITURES,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10-00-00~~10-00-96.3001,576-03-00~~576-03-96.3001,,,10-,00-,576-,03-,96.3001,NEE General M&A,,,,,,,,,,,,,1030,,Added 25% for Canada Impacts 10/8/18,,,,,824,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1459,,NEE,96,96,96.3001,,Prj. Vehicles: NEE Trucks,,,,,,,US,,140.082177,Mo.,,824,,115427.713511,,140.082177,Mo.,,824,,115427.713511,,121.410431,Mo.,,824,,100042.195318,,121.410431,Mo.,,824,,100042.195318,,129.357536,Mo.,,824,,106590.60961,,140.082177,Mo.,,824,,115427.713511,,92.511869,Mo.,,824,,76229.779713,,60.030575,Mo.,,824,,49465.193758,,121.410431,Mo.,,824,,100042.195318,,136.582177,Mo.,,824,,112543.713511,,121.410431,Mo.,,824,,100042.195318,,136.582177,Mo.,,824,,112543.713511,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.3002,576-03-00~~576-03-96.3002,,,10-,00-,576-,03-,96.3002,NEE General M&A,,,,,,,,,,,,,10300,,Added 25% for Canada Impacts 10/8/18,,,,,8240,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1460,,NEE,96,96,96.3002,,Prj. Vehicles: NEE ATVs,,,,,,,US,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,8240,,0,,0,Ea.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.3003,576-03-00~~576-03-96.3003,,,10-,00-,576-,03-,96.3003,NEE General M&A,,,,,,,,,,,,,656.625,,Added 25% for Canada Impacts 10/8/18,,,,,525.3,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1461,,NEE,96,96,96.3003,,Prj. Vehicles Insurance rate,,,,,,,US,,11.673515,Trk-Yrs,,525.3,,6132.09728,,11.673515,Trk-Yrs,,525.3,,6132.09728,,10.117536,Trk-Yrs,,525.3,,5314.741626,,10.117536,Trk-Yrs,,525.3,,5314.741626,,10.779795,Trk-Yrs,,525.3,,5662.626136,,11.673515,Trk-Yrs,,525.3,,6132.09728,,7.709322,Trk-Yrs,,525.3,,4049.707047,,5.002548,Trk-Yrs,,525.3,,2627.838418,,10.117536,Trk-Yrs,,525.3,,5314.741626,,11.381848,Trk-Yrs,,525.3,,5978.88478,,10.117536,Trk-Yrs,,525.3,,5314.741626,,11.381848,Trk-Yrs,,525.3,,5978.88478,,#VALUE!,Trk-Yrs,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.3004,576-04-00~~576-04-96.3004,,,10-,00-,576-,04-,96.3004,NEE General M&A,,,,,,,,,,,,,141.625,,Added 25% for Canada Impacts 10/8/18,,,,,113.3,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1462,,NEE,96,96,96.3004,,Subsistence for Field Personnel,,,,,,,US,,4263.75125,Dy,,113.3,,483083.016625,,4263.75125,Dy,,113.3,,483083.016625,,3695.43,Dy,,113.3,,418692.219,,3695.43,Dy,,113.3,,418692.219,,3937.32,Dy,,113.3,,446098.356,,4263.75125,Dy,,113.3,,483083.016625,,2815.83,Dy,,113.3,,319033.539,,1827.180625,Dy,,113.3,,207019.564813,,3695.43,Dy,,113.3,,418692.219,,4157.22,Dy,,113.3,,471013.026,,3695.43,Dy,,113.3,,418692.219,,4157.22,Dy,,113.3,,471013.026,,0,Dy,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.3005,576-04-00~~576-04-96.3005,,,10-,00-,576-,04-,96.3005,NEE General M&A,,,,,,,,,,,,,869.0625,,Added 25% for Canada Impacts 10/8/18,,,,,695.25,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1463,,NEE,96,96,96.3005,,"Travel (Air Fares, Vendor Inspections, Etc.)",,,,,,,US,,174.030663,Ea.,,695.25,,120994.818635,,174.030663,Ea.,,695.25,,120994.818635,,150.833878,Ea.,,695.25,,104867.253367,,150.833878,Ea.,,695.25,,104867.253367,,160.706939,Ea.,,695.25,,111731.499184,,174.030663,Ea.,,695.25,,120994.818635,,114.931837,Ea.,,695.25,,79906.35949,,74.578801,Ea.,,695.25,,51850.911409,,150.833878,Ea.,,695.25,,104867.253367,,169.682449,Ea.,,695.25,,117971.722653,,150.833878,Ea.,,695.25,,104867.253367,,169.682449,Ea.,,695.25,,117971.722653,,0,Ea.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.3997,576-04-00~~576-04-96.3997,,,10-,00-,576-,04-,96.3997,NEE General M&A,,,,,,,,,,,,,88580,,Added 100% for Canada Impacts 10/8/18,,,,,44290,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1464,,NEE,96,96,96.3997,,Home Office Support - NEE,,,,,,,US,,20.829569,Mo.,,44290,,922541.601643,,20.829569,Mo.,,44290,,922541.601643,,18.759754,Mo.,,44290,,830869.486653,,18.759754,Mo.,,44290,,830869.486653,,19.843943,Mo.,,44290,,878888.213552,,20.829569,Mo.,,44290,,922541.601643,,14.817248,Mo.,,44290,,656255.934292,,10.414784,Mo.,,44290,,461270.800821,,18.759754,Mo.,,44290,,830869.486653,,20.829569,Mo.,,44290,,922541.601643,,18.759754,Mo.,,44290,,830869.486653,,20.829569,Mo.,,44290,,922541.601643,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.3998,576-04-00~~576-04-96.3998,,,10-,00-,576-,04-,96.3998,NEE General M&A,,,,,,,,,,,,,,,,,,,,1875,,bills 5 projects/month,,,,,,,,,,,,S_M_1465,,NEE,96,96,96.3998,,NEE: Unifier Support,,,,,,,US,,18.069815,Mo.,,1875,,33880.903491,,18.069815,Mo.,,1875,,33880.903491,,16,Mo.,,1875,,30000,,16,Mo.,,1875,,30000,,17.084189,Mo.,,1875,,32032.854209,,18.069815,Mo.,,1875,,33880.903491,,12.057495,Mo.,,1875,,22607.802875,,9.034908,Mo.,,1875,,16940.451745,,16,Mo.,,1875,,30000,,18.069815,Mo.,,1875,,33880.903491,,16,Mo.,,1875,,30000,,18.069815,Mo.,,1875,,33880.903491,,#VALUE!,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.3999,576-04-00~~576-04-96.3999,,,10-,00-,576-,04-,96.3999,NEE General M&A,,,,,,,,,,,,,0,,,,,,,,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1466,,NEE,96,96,96.3999,,Other NEE Field Site Expenditures Special Purchase,,,,,,,US,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,0,,0,,0,Lot,,#N/A,,#N/A,,
,,,,,,,,Header,,96.4,,,,,,,,,,,,,,,,,,,,,,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1467,,NEE,96,96,96.4,,NEE - OTHER (If Not Carried By Contractor),,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10-00-00~~10-00-96.4001,576-03-00~~576-03-96.4001,,,10-,00-,576-,03-,96.4001,NEE General M&A,,,,,,,,,,,,,4506.25,,Added 25% for Canada Impacts 10/8/18,,,,,3605,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1468,,NEE,96,96,96.4001,,Field Office Trailers - NEE,,,,,,,US,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,3605,,0,,0,Mo.,with EPC,#N/A,,#N/A,,
,,10-00-00~~10-00-96.4002,576-03-00~~576-03-96.4002,,,10-,00-,576-,03-,96.4002,NEE General M&A,,,,,,,,,,,,,7725,,Added 25% for Canada Impacts 10/8/18,,,,,6180,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1469,,NEE,96,96,96.4002,,"Facilities & Infrastructure (sanitary, trash,etc.)",,,,,,,US,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,#N/A,,#N/A,,
,,10-00-00~~10-00-96.4003,576-03-00~~576-03-96.4003,,,10-,00-,576-,03-,96.4003,NEE General M&A,,,,,,,,,,,,,7725,,Added 25% for Canada Impacts 10/8/18,,,,,6180,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1470,,NEE,96,96,96.4003,,Storage Containers ,,,,,,,US,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,6180,,0,,0,Mo.,with EPC,#N/A,,#N/A,,
,,10-00-00~~10-00-96.4004,576-03-00~~576-03-96.4004,,,10-,00-,576-,03-,96.4004,NEE General M&A,,,,,,,,,,,,,16093.75,,Added 25% for Canada Impacts 10/8/18,,,,,12875,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1471,,NEE,96,96,96.4004,,"Misc. Field Office G&A (Office setup,etc.)",,,,,,,US,,18.989733,Mo.,,12875,,244492.813142,,18.989733,Mo.,,12875,,244492.813142,,16.919918,Mo.,,12875,,217843.942505,,16.919918,Mo.,,12875,,217843.942505,,18.004107,Mo.,,12875,,231802.874743,,18.989733,Mo.,,12875,,244492.813142,,12.977413,Mo.,,12875,,167084.188912,,9.494867,Mo.,,12875,,122246.406571,,16.919918,Mo.,,12875,,217843.942505,,18.989733,Mo.,,12875,,244492.813142,,16.919918,Mo.,,12875,,217843.942505,,18.989733,Mo.,,12875,,244492.813142,,0,Mo.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.4005,576-03-00~~576-03-96.4005,,,10-,00-,576-,03-,96.4005,NEE General M&A,,,,,,,,,,,,,64375,,Added 25% for Canada Impacts 10/8/18,,,,,51500,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1472,,NEE,96,96,96.4005,,Communications to Field Facilities,,,,,,,US,,1,Ea.,,51500,,51500,,1,Ea.,,51500,,51500,,1,Ea.,,51500,,51500,,1,Ea.,,51500,,51500,,1,Ea.,,51500,,51500,,1,Ea.,,51500,,51500,,1,Ea.,,51500,,51500,,0.5,Ea.,,51500,,25750,,1,Ea.,,51500,,51500,,1,Ea.,,51500,,51500,,1,Ea.,,51500,,51500,,1,Ea.,,51500,,51500,,0,Ea.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.4006,576-04-00~~576-04-96.4006,,,10-,00-,576-,04-,96.4006,NEE General M&A,,,,,,,,,,,,,51500,,Added 25% for Canada Impacts 10/8/18,,,,,41200,increased by 3% 4/2/18,,,,,,,,,,,,,S_M_1473,,NEE,96,96,96.4006,,Safety & Public Relations,,,,,,,US,,1,Ea.,,41200,,41200,,1,Ea.,,41200,,41200,,1,Ea.,,41200,,41200,,1,Ea.,,41200,,41200,,1,Ea.,,41200,,41200,,1,Ea.,,41200,,41200,,1,Ea.,,41200,,41200,,0.5,Ea.,,41200,,20600,,1,Ea.,,41200,,41200,,1,Ea.,,41200,,41200,,1,Ea.,,41200,,41200,,1,Ea.,,41200,,41200,,0,Ea.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.4007,576-04-00~~576-04-96.4007,,,10-,00-,576-,04-,96.4007,NEE General M&A,,,,,,,,,,,,,1.25,,Added 25% for Canada Impacts 10/8/18,,,,,1,Formula,,,,,,,,S_A_247,,,,,S_M_1474,,NEE,96,96,96.4007,,NEEs OVH Mark-up,,,,,,,US,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,Energy,0,,0,,1,Ea.,,#N/A,,#N/A,,
,,10-00-00~~10-00-96.4008,552-01-00~~552-01-96.4008,,,10-,00-,552-,01-,96.4008,Load Bank,,,,,,,,,,,,,1.1,Formula,Added 10% for Canada Impacts 2/23/2017,,,,,1,Formula,Based on Assumption Sheet,,,,,S_A_242,,,,,,,S_M_1475,,LBC,96,96,96.4008,,NEE Load Bank Commissioning Costs,,,,,,,US,,0,Lot,,184000,,0,,0,Lot,,184000,,0,,0,Lot,,79000,,0,,0,Lot,,79000,,0,,0,Lot,,79000,,0,,0,Lot,,184000,,0,,0,Lot,,79000,,0,,0,Lot,,76000,,0,,0,Lot,,79000,,0,,0,Lot,,76000,,0,,0,Lot,,79000,,0,,0,Lot,,76000,,0,,0,Lot,,#VALUE!,,#VALUE!,,
,,12-00-00~~12-00-96.4009,581-01-00~~581-01-96.4009,,,12-,00-,581-,01-,96.4009,NEE General M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_1476,,NEE,96,96,96.4009,,NEE Sales Tax,,,,,,,US,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,0,,0,,1,Ea.,,#N/A,,#N/A,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_1478,,,,,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_1479,,,,,1161,,,,,,,,,,,,,,,,3169871.816134,,,,,,,3169871.816134,,,,,,,2778032.600195,,,,,,,2778032.600195,,,,,,,2947601.259964,,,,,,,3169871.816134,,,,,,,2161419.291944,,,,,,,1414759.963131,,,,,,,2778032.600195,,,,,,,3101754.587027,,,,,,,2778032.600195,,,,,,,3101754.587027,,,,,,,#N/A,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_1480,,,,,1162,,NOTE: DOES NOT WORK FOR DG…Assume 0 escalation DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_1481,,,,,1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Header,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_1482,,,,,97.0,,PROJECT CONTINGENCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_M_1483,,,,-,1165,,-,,,-,-,-,-,,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,-,-,,-,,-,,
